collaborator,role,frequency,total,node_key,career_total,artist_cluster,found_as_producer,found_as_artist,cluster,name,is_dual_role,angle,distance,color,base_angle,base_distance,cluster_size,cluster_idx,global_count,global_idx,cluster_dist,cluster_angle_rad,cluster_cx,cluster_cy,cluster_local_angle,cluster_local_radius,cluster_x,cluster_y,global_angle,global_radius,dist_x,dist_y,x,y,node_size,img_radius,image_url,is_searching,search_match,label_opacity,label_visibility
"Eestbound","producer","low","1","Eestbound|producer","1","","Eestbound","","Producer","Eestbound","false","120","328","#7a6a8a","120","328","59","59","247","111","328","2.0943951023931953","436.0000000000001","784.0563324412959","139.2","153.62291495737216","522.8526884160435","910.77101396994","264","316.06961258558215","914.2883281817822","533.508905811744","914.2883281817822","533.508905811744","6","3.389830508474576","images/Eestbound.webp","false","false","0.4","0"
"Justin Bieber","artist","low","1","Justin Bieber|artist","1","Pop","","Justin Bieber","Pop","Justin Bieber","false","0","293","#d0a8b0","0","293","5","5","247","112","293","0","893","500","9.6","68.20007331374359","825.8442160436875","488.11090074004386","266.4","317.49015732775086","344.4684060055266","688.4240018432993","344.4684060055266","688.4240018432993","6","3.389830508474576","images/Justin%20Bieber.webp","false","false","0.4","0"
"Maneesh","producer","low","1","Maneesh|producer","1","","Maneesh","","Producer","Maneesh","false","120","328","#7a6a8a","120","328","100","100","247","113","328","2.0943951023931953","436.0000000000001","784.0563324412959","237.6","200","515.6768608074495","600.6126139555698","268.8","318.9043743820395","661.4263178212286","187.0674074518197","661.4263178212286","187.0674074518197","6","3.389830508474576","images/Maneesh.webp","false","false","0.4","0"
"Pharrell Williams","artist","low","2","Pharrell Williams|artist","2","Psychedelic","Pharrell Williams","Pharrell Williams","Psychedelic","Pharrell Williams","true","310","258","#5d7a9c","310","258","6","6","76","61","258","5.410520681182422","765.8392032991271","302.36053367530366","12","71.03520254071216","825.7825401724715","264.2449677672818","144","340.44089061098396","896.574197060895","332.8361712639802","896.574197060895","332.8361712639802","7.873514378137413","4.448313207987239","images/Pharrell%20Williams.webp","false","false","0.4","0"
"Pharrell Williams","producer","low","3","Pharrell Williams|producer","3","Psychedelic","Pharrell Williams","Pharrell Williams","Producer","Pharrell Williams","true","120","328","#7a6a8a","120","328","119","119","51","38","328","2.0943951023931953","436.0000000000001","784.0563324412959","283.2","218.17424229271427","631.8178763011767","880.2611104977784","88.8","328.0124340063118","820.0559595801077","743.2437697373215","820.0559595801077","743.2437697373215","9.47300783992378","5.351981830465412","images/Pharrell%20Williams.webp","false","false","0.4","0"
"1500 or Nothin","producer","low","1","1500 or Nothin|producer","1","","1500 or Nothin","","Producer","1500 or Nothin","false","120","328","#7a6a8a","120","328","2","2","247","114","328","2.0943951023931953","436.0000000000001","784.0563324412959","2.4","49.49747468305833","399.50087323355103","817.4900541199646","271.2","320.3123475609393","766.8123079943998","773.4477169434433","766.8123079943998","773.4477169434433","6","3.389830508474576","images/1500%20or%20Nothin.webp","false","false","0.4","0"
"Terrace Martin","producer","low","1","Terrace Martin|producer","1","","Terrace Martin","","Producer","Terrace Martin","false","120","328","#7a6a8a","120","328","152","152","247","115","328","2.0943951023931953","436.0000000000001","784.0563324412959","362.4","246.57656011875903","327.8711885658372","562.4527220514035","273.59999999999997","321.7141588429082","290.94312836756984","410.64760721292606","290.94312836756984","410.64760721292606","6","3.389830508474576","images/Terrace%20Martin.webp","false","false","0.4","0"
"ScHoolboy Q","artist","low","1","ScHoolboy Q|artist","1","Mainstream Rap","","ScHoolboy Q","Mainstream Rap","ScHoolboy Q","false","24","258","#a85561","24","258","6","6","247","116","258","0.41887902047863906","835.694728071791","604.9380539135565","12","71.03520254071216","895.6380649451354","566.8224880055346","276","323.10988842807024","889.5013981510374","356.5115319316757","889.5013981510374","356.5115319316757","6","3.389830508474576","images/ScHoolboy%20Q.webp","false","false","0.4","0"
"Andre 3000","artist","low","1","Andre 3000|artist","1","Southern Hip-Hop","","Andre 3000","Southern Hip-Hop","Andre 3000","false","144","263","#9c7a5d","144","263","1","1","247","117","263","2.5132741228718345","387.22853047938884","654.5875213529205","0","36.5","423.72853047938884","654.5875213529205","278.4","324.4996147917591","482.94334979614854","802.6511864226757","482.94334979614854","802.6511864226757","6","3.389830508474576","images/Andre%203000.webp","false","false","0.4","0"
"Evian Christ","producer","low","1","Evian Christ|producer","1","","Evian Christ","","Producer","Evian Christ","false","120","328","#7a6a8a","120","328","63","63","247","118","328","2.0943951023931953","436.0000000000001","784.0563324412959","148.79999999999998","158.74507866387543","370.45196284527384","639.4760612243605","280.8","325.88341473600644","481.38342323721855","196.4705817930012","481.38342323721855","196.4705817930012","6","3.389830508474576","images/Evian%20Christ.webp","false","false","0.4","0"
"Daxz","producer","low","1","Daxz|producer","1","","Daxz","","Producer","Daxz","false","120","328","#7a6a8a","120","328","51","51","247","119","328","2.0943951023931953","436.0000000000001","784.0563324412959","120","142.82856857085702","552.28830257794","866.984196778571","283.2","327.26136343907143","893.726814451765","644.3071670847238","893.726814451765","644.3071670847238","6","3.389830508474576","images/Daxz.webp","false","false","0.4","0"
"Hit-Boy","producer","low","4","Hit-Boy|producer","4","","Hit-Boy","","Producer","Hit-Boy","false","120","328","#7a6a8a","120","328","76","76","31","28","328","2.0943951023931953","436.0000000000001","784.0563324412959","180","174.35595774162695","331.65492148929707","644.3705973406951","64.8","361.1451321167336","460.2452410621959","833.0081287383977","460.2452410621959","833.0081287383977","10.917047464637365","6.167823426348794","images/Hit-Boy.webp","false","false","0.7","0"
"Honorable C.N.O.T.E.","producer","low","1","Honorable C.N.O.T.E.|producer","1","","Honorable C.N.O.T.E.","","Producer","Honorable C.N.O.T.E.","false","120","328","#7a6a8a","120","328","77","77","247","120","328","2.0943951023931953","436.0000000000001","784.0563324412959","182.4","175.49928774784246","608.4192403876291","816.791719168094","285.59999999999997","328.63353450309967","284.6166684979704","592.3761560722295","284.6166684979704","592.3761560722295","6","3.389830508474576","images/Honorable%20C.N.O.T.E..webp","false","false","0.4","0"
"Cashmere Cat","producer","low","1","Cashmere Cat|producer","1","","Cashmere Cat","","Producer","Cashmere Cat","false","120","328","#7a6a8a","120","328","38","38","247","121","328","2.0943951023931953","436.0000000000001","784.0563324412959","88.8","123.28828005937952","518.7112571376663","875.4830678238243","288","330","770.8725442547684","217.68355765222913","770.8725442547684","217.68355765222913","6","3.389830508474576","images/Cashmere%20Cat.webp","false","false","0.4","0"
"Roget Chahayed","producer","low","3","Roget Chahayed|producer","3","","Roget Chahayed","","Producer","Roget Chahayed","false","120","328","#7a6a8a","120","328","131","131","51","39","328","2.0943951023931953","436.0000000000001","784.0563324412959","312","228.91046284519194","308.93449681852417","593.6505607293062","91.2","332.30036023417836","269.16083669824224","468.8715975746013","269.16083669824224","468.8715975746013","9.47300783992378","5.351981830465412","images/Roget%20Chahayed.webp","false","false","0.4","0"
"CuBeatz","producer","high","12","CuBeatz|producer","12","","CuBeatz","","Producer","CuBeatz","false","120","328","#7a6a8a","120","328","42","42","6","6","328","2.0943951023931953","436.0000000000001","784.0563324412959","98.39999999999999","129.6148139681572","367.1318869469485","674.2511276260774","12","379.99999999999994","920.664504318347","296.10229115983475","920.664504318347","296.10229115983475","20.08237010254878","11.345971809349592","images/CuBeatz.webp","false","false","1","1"
"Kid Cudi","artist","medium","4","Kid Cudi|artist","4","Psychedelic","","Kid Cudi","Psychedelic","Kid Cudi","false","310","258","#5d7a9c","310","258","4","4","31","29","258","5.410520681182422","765.8392032991271","302.36053367530366","7.199999999999999","64","804.7736874291915","353.1552769616494","67.2","367.53757762675366","475.96220760271854","154.02529424110946","475.96220760271854","154.02529424110946","10.917047464637365","6.167823426348794","images/Kid%20Cudi.webp","false","false","0.7","0"
"Cardo Got Wings","producer","medium","6","Cardo Got Wings|producer","6","","Cardo Got Wings","","Producer","Cardo Got Wings","false","120","328","#7a6a8a","120","328","37","37","16","16","328","2.0943951023931953","436.0000000000001","784.0563324412959","86.39999999999999","121.65525060596438","436.75450422440184","662.4034215703457","36","380","551.3737979415862","123.12403569161603","551.3737979415862","123.12403569161603","13.515432259221578","7.6358374345884625","images/Cardo%20Got%20Wings.webp","false","false","0.7","0"
"NAV","artist","low","2","NAV|artist","2","Trap","NAV","NAV","Trap","NAV","true","72","258","#c4a05c","72","258","10","10","76","62","258","1.2566370614359172","679.7263845487364","745.3725812041496","21.599999999999998","72.73238618387273","612.4873463995923","773.1018391959883","146.4","343.2200460346102","493.3575464670223","826.2321061828014","493.3575464670223","826.2321061828014","7.873514378137413","4.448313207987239","images/NAV.webp","false","false","0.4","0"
"NAV","producer","low","1","NAV|producer","1","Trap","NAV","NAV","Producer","NAV","true","120","328","#7a6a8a","120","328","107","107","247","122","328","2.0943951023931953","436.0000000000001","784.0563324412959","254.39999999999998","206.88160865577203","229.6107481278083","798.3208587789272","290.4","331.36083051561786","664.9608023811805","824.9309067386376","664.9608023811805","824.9309067386376","6","3.389830508474576","images/NAV.webp","false","false","0.4","0"
"Ricci Riera","producer","low","1","Ricci Riera|producer","1","","Ricci Riera","","Producer","Ricci Riera","false","120","328","#7a6a8a","120","328","127","127","247","123","328","2.0943951023931953","436.0000000000001","784.0563324412959","302.4","225.38855339169288","591.8769581890182","946.8518296325238","292.8","332.7160951922825","331.52586329218684","303.47611361721334","331.52586329218684","303.47611361721334","6","3.389830508474576","images/Ricci%20Riera.webp","false","false","0.4","0"
"Murda Beatz","producer","medium","7","Murda Beatz|producer","7","","Murda Beatz","","Producer","Murda Beatz","false","120","328","#7a6a8a","120","328","106","106","14","14","328","2.0943951023931953","436.0000000000001","784.0563324412959","252","205.91260281974002","597.0673315153338","912.3423983975392","31.2","380","971.1757543162591","418.5840346875627","971.1757543162591","418.5840346875627","14.713586331368166","8.312760639191055","images/Murda%20Beatz.webp","false","false","0.7","0"
"21 Savage","artist","high","5","21 Savage|artist","5","Trap","","21 Savage","Trap","21 Savage","false","72","258","#c4a05c","72","258","2","2","25","20","258","1.2566370614359172","679.7263845487364","745.3725812041496","2.4","49.49747468305833","643.2272577822873","778.8063028828183","45.6","339.8823325799681","584.063147169793","839.5084928567595","584.063147169793","839.5084928567595","12.255507940800143","6.924015785762792","images/21%20Savage.webp","false","false","1","1"
"NisiOnTheTrack","producer","low","1","NisiOnTheTrack|producer","1","","NisiOnTheTrack","","Producer","NisiOnTheTrack","false","120","328","#7a6a8a","120","328","113","113","247","124","328","2.0943951023931953","436.0000000000001","784.0563324412959","268.8","212.602916254693","476.9508785474859","575.4346040758423","295.2","334.0658617698013","932.0574422621314","463.42329924212333","932.0574422621314","463.42329924212333","6","3.389830508474576","images/NisiOnTheTrack.webp","false","false","0.4","0"
"Kendrick Lamar","artist","low","1","Kendrick Lamar|artist","1","Mainstream Rap","","Kendrick Lamar","Mainstream Rap","Kendrick Lamar","false","24","258","#a85561","24","258","4","4","247","125","258","0.41887902047863906","835.694728071791","604.9380539135565","7.199999999999999","64","874.6292122018554","655.7327971999023","297.59999999999997","335.4101966249685","378.96322098616355","752.2751321933822","378.96322098616355","752.2751321933822","6","3.389830508474576","images/Kendrick%20Lamar.webp","false","false","0.4","0"
"Yung Exclusive","producer","low","1","Yung Exclusive|producer","1","","Yung Exclusive","","Producer","Yung Exclusive","false","120","328","#7a6a8a","120","328","171","171","247","126","328","2.0943951023931953","436.0000000000001","784.0563324412959","408","261.5339366124404","676.1652332757559","680.5157088889829","300","336.74916480965476","592.5589819127863","163.33305589971297","592.5589819127863","163.33305589971297","6","3.389830508474576","images/Yung%20Exclusive.webp","false","false","0.4","0"
"Bryson Tiller","artist","low","1","Bryson Tiller|artist","1","Pop","","Bryson Tiller","Pop","Bryson Tiller","false","0","293","#d0a8b0","0","293","2","2","247","127","293","0","893","500","2.4","49.49747468305833","856.5008732335509","533.4337216786687","302.4","338.0828300875393","833.8154372835272","744.1932457868419","833.8154372835272","744.1932457868419","6","3.389830508474576","images/Bryson%20Tiller.webp","false","false","0.4","0"
"Sy Ari da Kid","producer","low","1","Sy Ari da Kid|producer","1","","Sy Ari da Kid","","Producer","Sy Ari da Kid","false","120","328","#7a6a8a","120","328","142","142","247","128","328","2.0943951023931953","436.0000000000001","784.0563324412959","338.4","238.32750575625968","585.6342814753616","598.5581335083891","304.8","339.4112549695428","261.3168443148991","477.7801877779827","261.3168443148991","477.7801877779827","6","3.389830508474576","images/Sy%20Ari%20da%20Kid.webp","false","false","0.4","0"
"TEAUXNY","producer","low","1","TEAUXNY|producer","1","","TEAUXNY","","Producer","TEAUXNY","false","120","328","#7a6a8a","120","328","145","145","247","129","328","2.0943951023931953","436.0000000000001","784.0563324412959","345.59999999999997","240.83189157584593","676.7577863364722","790.0303025083159","307.2","340.73450074801644","865.783669084553","286.7887403349607","865.783669084553","286.7887403349607","6","3.389830508474576","images/TEAUXNY.webp","false","false","0.4","0"
"Mel & Mus","producer","low","1","Mel & Mus|producer","1","","Mel & Mus","","Producer","Mel & Mus","false","120","328","#7a6a8a","120","328","104","104","247","130","328","2.0943951023931953","436.0000000000001","784.0563324412959","247.2","203.9607805437114","323.37694618928623","954.1035251565802","309.59999999999997","342.05262752974136","547.8280997733208","838.0504294136267","547.8280997733208","838.0504294136267","6","3.389830508474576","images/Mel%20&%20Mus.webp","false","false","0.4","0"
"Illa Jones","producer","low","1","Illa Jones|producer","1","","Illa Jones","","Producer","Illa Jones","false","120","328","#7a6a8a","120","328","80","80","247","131","328","2.0943951023931953","436.0000000000001","784.0563324412959","189.6","178.88543819998318","516.4329754636451","943.8391114197099","312","343.36569426778794","409.40174522778614","214.39134243201545","409.40174522778614","214.39134243201545","6","3.389830508474576","images/Illa%20Jones.webp","false","false","0.4","0"
"dF","producer","low","1","dF|producer","1","","dF","","Producer","dF","false","120","328","#7a6a8a","120","328","174","174","247","132","328","2.0943951023931953","436.0000000000001","784.0563324412959","415.2","263.81811916545837","666.2754653845151","912.7933125283907","314.4","344.6737587922817","934.734431477126","582.175789522737","934.734431477126","582.175789522737","6","3.389830508474576","images/dF.webp","false","false","0.4","0"
"Boi-1da","producer","medium","5","Boi-1da|producer","5","","Boi-1da","","Producer","Boi-1da","false","120","328","#7a6a8a","120","328","26","26","25","21","328","2.0943951023931953","436.0000000000001","784.0563324412959","60","101.9803902718557","338.8725525572812","752.9716263422852","48","348.27575281664383","377.0532482600513","232.43552947260417","377.0532482600513","232.43552947260417","12.255507940800143","6.924015785762792","images/Boi-1da.webp","false","false","0.7","0"
"T-Minus","producer","low","2","T-Minus|producer","2","","T-Minus","","Producer","T-Minus","false","120","328","#7a6a8a","120","328","144","144","76","63","328","2.0943951023931953","436.0000000000001","784.0563324412959","343.2","240","263.10122252840694","617.6051000973192","148.79999999999998","345.97687784012385","457.14136504754947","184.89460426783796","457.14136504754947","184.89460426783796","7.873514378137413","4.448313207987239","images/T-Minus.webp","false","false","0.4","0"
"DJ Mustard","producer","low","1","DJ Mustard|producer","1","","DJ Mustard","","Producer","DJ Mustard","false","120","328","#7a6a8a","120","328","44","44","247","133","328","2.0943951023931953","436.0000000000001","784.0563324412959","103.2","132.66499161421598","317.87415142446685","844.4407998009588","316.8","345.9768778401239","296.5191556086993","666.1306025015955","296.5191556086993","666.1306025015955","6","3.389830508474576","images/DJ%20Mustard.webp","false","false","0.4","0"
"Free Schoool","producer","low","1","Free Schoool|producer","1","","Free Schoool","","Producer","Free Schoool","false","120","328","#7a6a8a","120","328","70","70","247","134","328","2.0943951023931953","436.0000000000001","784.0563324412959","165.6","167.33200530681512","332.5638949520388","915.5894924143884","319.2","347.27510708370676","711.9884120233315","171.27732726127255","711.9884120233315","171.27732726127255","6","3.389830508474576","images/Free%20Schoool.webp","false","false","0.4","0"
"Gucci Mane","artist","low","1","Gucci Mane|artist","1","Trap","","Gucci Mane","Trap","Gucci Mane","false","72","258","#c4a05c","72","258","5","5","247","135","258","1.2566370614359172","679.7263845487364","745.3725812041496","9.6","68.20007331374359","612.570600592424","733.4834819441934","321.59999999999997","348.5685011586675","739.9799186050693","819.2266003755296","739.9799186050693","819.2266003755296","6","3.389830508474576","images/Gucci%20Mane.webp","false","false","0.4","0"
"Yo Gotti","artist","low","1","Yo Gotti|artist","1","Southern Hip-Hop","","Yo Gotti","Southern Hip-Hop","Yo Gotti","false","144","263","#9c7a5d","144","263","6","6","247","136","263","2.5132741228718345","387.22853047938884","654.5875213529205","12","71.03520254071216","447.17186735273316","616.4719554448986","324","349.85711369071805","279.9751401417327","358.6349085781911","279.9751401417327","358.6349085781911","6","3.389830508474576","images/Yo%20Gotti.webp","false","false","0.4","0"
"Desiigner","artist","low","1","Desiigner|artist","1","Trap","","Desiigner","Trap","Desiigner","false","72","258","#c4a05c","72","258","3","3","247","137","258","1.2566370614359172","679.7263845487364","745.3725812041496","4.8","58.023702053557386","684.803399493816","687.5714227447602","326.4","351.14099732158877","932.6876470358704","387.66599130389716","932.6876470358704","387.66599130389716","6","3.389830508474576","images/Desiigner.webp","false","false","0.4","0"
"A-Trak","producer","low","1","A-Trak|producer","1","","A-Trak","","Producer","A-Trak","false","120","328","#7a6a8a","120","328","6","6","247","138","328","2.0943951023931953","436.0000000000001","784.0563324412959","12","71.03520254071216","495.94333687334444","745.9407665332741","328.8","352.4202037341219","429.93842119089305","808.6730623377329","429.93842119089305","808.6730623377329","6","3.389830508474576","images/A-Trak.webp","false","false","0.4","0"
"Fonzworth Bentley","producer","low","1","Fonzworth Bentley|producer","1","","Fonzworth Bentley","","Producer","Fonzworth Bentley","false","120","328","#7a6a8a","120","328","69","69","247","139","328","2.0943951023931953","436.0000000000001","784.0563324412959","163.2","166.1324772583615","599.9352768264107","757.1263303646505","331.2","353.69478367654784","516.6045258230567","156.2774448966103","516.6045258230567","156.2774448966103","6","3.389830508474576","images/Fonzworth%20Bentley.webp","false","false","0.4","0"
"Buddah Bless","producer","low","3","Buddah Bless|producer","3","","Buddah Bless","","Producer","Buddah Bless","false","120","328","#7a6a8a","120","328","29","29","51","40","328","2.0943951023931953","436.0000000000001","784.0563324412959","67.2","107.70329614269008","399.6519368340163","682.6718252220878","93.6","336.5336565052362","868.3605483422268","296.9297706352711","868.3605483422268","296.9297706352711","9.47300783992378","5.351981830465412","images/Buddah%20Bless.webp","false","false","0.4","0"
"DY Krazy","producer","low","1","DY Krazy|producer","1","","DY Krazy","","Producer","DY Krazy","false","120","328","#7a6a8a","120","328","48","48","247","140","328","2.0943951023931953","436.0000000000001","784.0563324412959","112.8","138.56406460551017","568.4839430080758","743.4607065065608","333.59999999999997","354.96478698597696","894.7216926794409","697.8361035406965","894.7216926794409","697.8361035406965","6","3.389830508474576","images/DY%20Krazy.webp","false","false","0.4","0"
"Takeoff","artist","low","2","Takeoff|artist","2","Trap","","Takeoff","Trap","Takeoff","false","72","258","#c4a05c","72","258","18","18","76","64","258","1.2566370614359172","679.7263845487364","745.3725812041496","40.8","84.85281374238569","594.9438555500975","748.8255185906287","151.2","348.71191548325385","920.7004892250254","636.9350072509925","920.7004892250254","636.9350072509925","7.873514378137413","4.448313207987239","images/Takeoff.webp","false","false","0.4","0"
"Felix Leone","producer","low","2","Felix Leone|producer","2","","Felix Leone","","Producer","Felix Leone","false","120","328","#7a6a8a","120","328","68","68","76","65","328","2.0943951023931953","436.0000000000001","784.0563324412959","160.79999999999998","164.92422502470643","297.93640071965694","693.8430154988577","153.6","351.4256678161115","268.4627476109523","616.546343907996","268.4627476109523","616.546343907996","7.873514378137413","4.448313207987239","images/Felix%20Leone.webp","false","false","0.4","0"
"Supah Mario","producer","low","1","Supah Mario|producer","1","","Supah Mario","","Producer","Supah Mario","false","120","328","#7a6a8a","120","328","141","141","247","141","328","2.0943951023931953","436.0000000000001","784.0563324412959","336","237.48684174075834","201.19458996497775","819.6431195719856","336","356.2302626111375","247.79188494746649","553.3801806960346","247.79188494746649","553.3801806960346","6","3.389830508474576","images/Supah%20Mario.webp","false","false","0.4","0"
"!llmind","producer","low","2","!llmind|producer","2","","!llmind","","Producer","!llmind","false","120","328","#7a6a8a","120","328","1","1","76","66","328","2.0943951023931953","436.0000000000001","784.0563324412959","0","36.5","472.5000000000001","784.0563324412959","156","354.1186241925154","767.0208612931856","187.74364395118806","767.0208612931856","187.74364395118806","7.873514378137413","4.448313207987239","images/!llmind.webp","false","false","0.4","0"
"Offset","artist","low","1","Offset|artist","1","Trap","","Offset","Trap","Offset","false","72","258","#c4a05c","72","258","11","11","247","142","258","1.2566370614359172","679.7263845487364","745.3725812041496","24","71.3074329926411","709.9735006913044","680.7981128357766","338.4","357.4912586343895","824.4514222130422","221.75270160063974","824.4514222130422","221.75270160063974","6","3.389830508474576","images/Offset.webp","false","false","0.4","0"
"Yung Lean","artist","low","1","Yung Lean|artist","1","Psychedelic","Yung Lean","Yung Lean","Psychedelic","Yung Lean","true","310","258","#5d7a9c","310","258","11","11","247","143","258","5.410520681182422","765.8392032991271","302.36053367530366","24","71.3074329926411","796.0863194416951","237.78606530693065","340.8","358.74782229304196","622.5156009658956","858.0405671333133","622.5156009658956","858.0405671333133","6","3.389830508474576","images/Yung%20Lean.webp","false","false","0.4","0"
"Yung Lean","producer","low","1","Yung Lean|producer","1","Psychedelic","Yung Lean","Yung Lean","Producer","Yung Lean","true","120","328","#7a6a8a","120","328","172","172","247","144","328","2.0943951023931953","436.0000000000001","784.0563324412959","410.4","262.29754097208","328.5286731251469","1023.3258747983591","343.2","360","340.6518337926102","250.323151484035","340.6518337926102","250.323151484035","6","3.389830508474576","images/Yung%20Lean.webp","false","false","0.4","0"
"Gud","producer","low","1","Gud|producer","1","","Gud","","Producer","Gud","false","120","328","#7a6a8a","120","328","74","74","247","145","328","2.0943951023931953","436.0000000000001","784.0563324412959","175.2","172.04650534085255","564.2977034854521","669.4278051003279","345.59999999999997","361.2478373637689","961.1366795047081","508.96095510053","961.1366795047081","508.96095510053","6","3.389830508474576","images/Gud.webp","false","false","0.4","0"
"Pas Beatz","producer","low","1","Pas Beatz|producer","1","","Pas Beatz","","Producer","Pas Beatz","false","120","328","#7a6a8a","120","328","118","118","247","146","328","2.0943951023931953","436.0000000000001","784.0563324412959","280.8","217.2556098240043","356.92228215814583","581.7033869699634","348","362.49137920783716","326.7097532219747","738.1437402410696","326.7097532219747","738.1437402410696","6","3.389830508474576","images/Pas%20Beatz.webp","false","false","0.4","0"
"Yipsy","producer","low","1","Yipsy|producer","1","","Yipsy","","Producer","Yipsy","false","120","328","#7a6a8a","120","328","168","168","247","147","328","2.0943951023931953","436.0000000000001","784.0563324412959","400.8","259.2296279363144","499.3647168473767","532.6902395432048","350.4","363.73066958946424","640.8042089510045","138.56533573565088","640.8042089510045","138.56533573565088","6","3.389830508474576","images/Yipsy.webp","false","false","0.4","0"
"Wheezy","producer","low","3","Wheezy|producer","3","","Wheezy","","Producer","Wheezy","false","120","328","#7a6a8a","120","328","166","166","51","41","328","2.0943951023931953","436.0000000000001","784.0563324412959","396","257.6819745345025","690.4183023258121","824.9382042386065","96","340.7143591189017","538.5247551042528","835.1224683228683","538.5247551042528","835.1224683228683","9.47300783992378","5.351981830465412","images/Wheezy.webp","false","false","0.4","0"
"C4Bombs","producer","low","1","C4Bombs|producer","1","","C4Bombs","","Producer","C4Bombs","false","120","328","#7a6a8a","120","328","32","32","247","148","328","2.0943951023931953","436.0000000000001","784.0563324412959","74.39999999999999","113.13708498984761","497.2972392461736","688.9634911713172","352.8","364.96575181789314","814.7738578073928","795.0799722152112","814.7738578073928","795.0799722152112","6","3.389830508474576","images/C4Bombs.webp","false","false","0.4","0"
"Dun Deal","producer","low","1","Dun Deal|producer","1","","Dun Deal","","Producer","Dun Deal","false","120","328","#7a6a8a","120","328","56","56","247","149","328","2.0943951023931953","436.0000000000001","784.0563324412959","132","149.66629547095766","585.4552768361689","792.0011562797562","355.2","366.1966684720111","241.10507754024758","427.23713424686804","241.10507754024758","427.23713424686804","6","3.389830508474576","images/Dun%20Deal.webp","false","false","0.4","0"
"Lil Uzi Vert","artist","low","3","Lil Uzi Vert|artist","3","Psychedelic","","Lil Uzi Vert","Psychedelic","Lil Uzi Vert","false","310","258","#5d7a9c","310","258","5","5","51","42","258","5.410520681182422","765.8392032991271","302.36053367530366","9.6","68.20007331374359","698.6834193428147","290.4714344153475","98.39999999999999","344.8443809297515","416.77417044772244","207.85972129180254","416.77417044772244","207.85972129180254","9.47300783992378","5.351981830465412","images/Lil%20Uzi%20Vert.webp","false","false","0.4","0"
"The Featherstones","producer","low","1","The Featherstones|producer","1","","The Featherstones","","Producer","The Featherstones","false","120","328","#7a6a8a","120","328","155","155","247","150","328","2.0943951023931953","436.0000000000001","784.0563324412959","369.59999999999997","248.99799195977465","547.180557549769","561.2584787197609","357.59999999999997","367.4234614174767","914.8467412300053","310.6021923652597","914.8467412300053","310.6021923652597","6","3.389830508474576","images/The%20Featherstones.webp","false","false","0.4","0"
"Breyan Isaac","producer","low","1","Breyan Isaac|producer","1","","Breyan Isaac","","Producer","Breyan Isaac","false","120","328","#7a6a8a","120","328","28","28","247","151","328","2.0943951023931953","436.0000000000001","784.0563324412959","64.8","105.83005244258362","395.0462333500103","881.6411109529992","360","368.64617182333524","495.41836514310813","853.5006105378882","495.41836514310813","853.5006105378882","6","3.389830508474576","images/Breyan%20Isaac.webp","false","false","0.4","0"
"30 Roc","producer","low","3","30 Roc|producer","3","","30 Roc","","Producer","30 Roc","false","120","328","#7a6a8a","120","328","4","4","51","43","328","2.0943951023931953","436.0000000000001","784.0563324412959","7.199999999999999","64","474.93448413006445","834.8510757276417","100.8","348.9255215770883","936.3739101846162","592.7448767046185","936.3739101846162","592.7448767046185","9.47300783992378","5.351981830465412","images/30%20Roc.webp","false","false","0.4","0"
"BWheezy","producer","low","1","BWheezy|producer","1","","BWheezy","","Producer","BWheezy","false","120","328","#7a6a8a","120","328","19","19","247","152","328","2.0943951023931953","436.0000000000001","784.0563324412959","43.199999999999996","87.17797887081348","497.8350026180785","722.6036477869845","362.4","369.86484017813854","437.80678284875563","167.59458441516142","437.80678284875563","167.59458441516142","6","3.389830508474576","images/BWheezy.webp","false","false","0.4","0"
"CA$HPASSION","producer","low","1","CA$HPASSION|producer","1","","CA$HPASSION","","Producer","CA$HPASSION","false","120","328","#7a6a8a","120","328","33","33","247","153","328","2.0943951023931953","436.0000000000001","784.0563324412959","76.8","114.89125293076057","455.32659384118597","897.310395372821","364.8","371.0795063055894","945.2580221316518","636.0033019957227","945.2580221316518","636.0033019957227","6","3.389830508474576","images/CA$HPASSION.webp","false","false","0.4","0"
"Bkorn","producer","low","1","Bkorn|producer","1","","Bkorn","","Producer","Bkorn","false","120","328","#7a6a8a","120","328","23","23","247","154","328","2.0943951023931953","436.0000000000001","784.0563324412959","52.8","95.91663046625439","357.2217450907679","838.773665649851","367.2","372.2902093797257","252.41331511206226","633.3547767746377","252.41331511206226","633.3547767746377","6","3.389830508474576","images/Bkorn.webp","false","false","0.4","0"
"Frank Ocean","artist","low","1","Frank Ocean|artist","1","Pop","","Frank Ocean","Pop","Frank Ocean","false","0","293","#d0a8b0","0","293","3","3","247","155","293","0","893","500","4.8","58.023702053557386","898.0770149450796","442.19884154061066","369.59999999999997","373.49698793966195","766.7708363246533","165.8032194176974","766.7708363246533","165.8032194176974","6","3.389830508474576","images/Frank%20Ocean.webp","false","false","0.4","0"
"Drake","artist","low","2","Drake|artist","2","Mainstream Rap","","Drake","Mainstream Rap","Drake","false","24","258","#a85561","24","258","2","2","76","67","258","0.41887902047863906","835.694728071791","604.9380539135565","2.4","49.49747468305833","799.1956013053419","638.3717755922252","158.4","356.79125549822544","688.4198683593055","845.6615785408078","688.4198683593055","845.6615785408078","7.873514378137413","4.448313207987239","images/Drake.webp","false","false","0.4","0"
